Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_10,Suba,3,47.3,52.9,60.7,53.5,55.0,0,0,M,53.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,80.4,14.7
Colegio_30,Barrios Unidos,3,49.5,49.8,78.2,60.5,56.3,0,1,F,58.9,246732,2464266,14.4,8.9,10.2,88.7,70.4,75.8,7.7
Colegio_36,Barrios Unidos,3,48.4,51.7,61.0,57.5,34.7,1,0,M,50.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,81.6,0.5
Colegio_17,Teusaquillo,4,41.8,56.1,33.2,46.1,55.4,1,1,F,46.5,194327,2990383,5.1,7.0,10.5,94.4,90.1,89.9,16.8
Colegio_25,Rafael Uribe Uribe,3,67.0,39.1,68.4,65.0,41.7,1,1,M,56.2,222600,1728859,20.1,7.0,8.9,84.2,37.8,76.3,0.2
Colegio_11,Bosa,3,50.6,51.6,59.4,43.9,38.6,1,1,F,48.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,87.4,14.1
Colegio_31,Teusaquillo,5,61.2,51.8,70.3,54.3,52.4,1,1,M,58.0,194327,2990383,5.1,7.0,10.5,94.4,90.1,89.9,19.4
Colegio_12,Bosa,3,47.6,76.5,78.2,63.0,48.7,1,1,M,62.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,83.4,8.8
Colegio_25,San Cristóbal,2,56.3,39.6,70.1,69.7,58.9,0,1,M,58.9,404902,1665631,20.3,10.8,9.1,86.7,40.2,94.3,4.7
Colegio_26,Kennedy,3,67.8,55.9,58.9,55.2,35.3,1,0,F,54.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,77.7,14.1
Colegio_39,Engativá,3,72.8,33.2,55.1,65.9,56.2,0,0,M,56.6,945826,2815166,9.2,8.6,10.2,91.6,85.3,76.9,16.3
Colegio_13,Kennedy,5,66.6,70.9,67.5,53.0,36.2,1,1,F,58.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,93.2,10.9
Colegio_30,Tunjuelito,4,44.1,50.2,50.7,64.3,23.6,1,1,M,46.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,87.4,19.3
Colegio_3,La Candelaria,4,37.4,57.4,53.7,59.1,39.1,1,1,F,49.3,171142,1311336,23.8,11.6,9.2,84.1,30.3,92.2,1.0
Colegio_31,Fontibón,1,54.7,51.1,67.3,63.4,35.2,0,1,F,54.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.9,10.1
Colegio_21,Usaquén,1,61.0,38.3,66.7,64.5,60.4,1,0,F,58.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,81.2,14.4
Colegio_35,La Candelaria,3,75.6,57.7,48.6,61.7,54.0,1,1,M,59.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,95.5,17.3
Colegio_29,Barrios Unidos,3,54.0,58.6,64.8,46.9,61.2,1,0,M,57.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,95.0,3.6
Colegio_13,Rafael Uribe Uribe,1,64.6,43.6,44.3,46.2,54.6,1,0,M,50.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,92.4,16.0
Colegio_30,Bosa,4,58.4,56.4,48.7,53.6,26.9,1,0,F,48.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,81.8,11.1
Colegio_6,Puente Aranda,3,40.4,53.2,62.5,45.1,36.2,1,1,F,47.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,89.8,7.9
Colegio_11,Tunjuelito,3,62.8,73.9,81.3,79.0,56.0,1,1,F,70.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,84.0,2.6
Colegio_11,Kennedy,4,53.5,65.9,68.5,48.0,65.4,1,1,M,60.3,1011301,1855181,16.9,8.3,9.3,88.9,49.2,77.3,17.3
Colegio_4,Usaquén,4,65.4,64.7,58.0,51.8,68.7,0,1,M,61.7,342004,3238341,5.0,7.2,10.1,93.8,94.4,97.9,3.1
Colegio_22,Fontibón,3,38.6,57.8,35.1,58.7,50.2,1,1,M,48.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,78.4,6.2
Colegio_34,San Cristóbal,3,64.8,56.0,49.3,47.3,57.0,1,1,F,54.9,404902,1665631,20.3,10.8,9.1,86.7,40.2,98.8,5.8
Colegio_30,Sumapaz,3,53.6,48.4,57.2,42.3,47.7,1,1,M,49.8,344465,1626165,19.6,7.6,8.7,85.7,34.7,86.2,17.4
Colegio_5,Fontibón,1,48.9,43.5,59.8,59.8,78.4,0,1,M,58.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,79.6,13.5
Colegio_31,Puente Aranda,2,73.9,66.9,52.0,55.5,49.6,1,0,M,59.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,88.5,15.9
Colegio_28,Engativá,3,64.9,41.4,34.5,63.3,51.9,1,1,F,51.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,96.8,5.0
Colegio_31,Barrios Unidos,1,64.7,53.7,48.0,60.7,59.3,1,1,M,57.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,93.3,12.5
Colegio_23,Rafael Uribe Uribe,1,53.4,40.0,53.4,82.0,58.1,1,1,M,57.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,95.2,11.4
Colegio_3,Chapinero,3,41.1,51.4,45.4,60.9,83.6,1,1,M,56.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,91.5,16.7
Colegio_35,Fontibón,4,39.6,49.2,61.3,36.6,42.6,1,1,M,45.8,475856,2414409,10.7,7.7,9.3,88.8,61.6,92.3,18.1
Colegio_21,Suba,2,51.1,62.3,43.0,52.5,35.1,0,1,M,48.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,96.2,0.2
Colegio_21,Barrios Unidos,5,38.3,40.8,52.6,63.8,50.5,1,1,F,49.2,246732,2464266,14.4,8.9,10.2,88.7,70.4,81.2,13.5
Colegio_10,Teusaquillo,5,49.3,23.9,49.7,58.9,61.0,1,1,F,48.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,87.2,1.0
Colegio_12,Ciudad Bolívar,5,54.5,59.5,31.4,53.4,59.1,1,1,M,51.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,80.5,11.0
Colegio_27,Suba,3,50.8,66.8,50.1,31.7,75.1,1,1,M,54.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,99.7,5.8
Colegio_37,Santa Fe,5,57.4,47.9,53.8,54.9,60.7,1,0,M,55.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,98.6,6.1
Colegio_12,Usme,4,27.5,55.9,67.3,65.2,28.6,1,1,F,48.9,495408,1505279,18.8,9.0,9.8,86.0,41.1,76.0,7.1
Colegio_23,Santa Fe,1,64.5,51.9,62.5,67.5,55.3,0,1,F,60.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,92.6,12.4
Colegio_22,Barrios Unidos,1,53.6,50.5,56.6,48.1,55.6,1,1,M,52.9,246732,2464266,14.4,8.9,10.2,88.7,70.4,98.1,6.7
Colegio_23,Teusaquillo,5,61.9,62.1,51.5,71.9,56.5,0,1,F,60.8,194327,2990383,5.1,7.0,10.5,94.4,90.1,79.5,14.7
Colegio_23,Kennedy,3,50.6,61.1,60.3,56.1,41.3,1,1,M,53.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,89.2,8.1
Colegio_15,Sumapaz,4,53.3,63.3,58.4,58.0,33.4,0,1,F,53.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,97.9,1.4
Colegio_26,Ciudad Bolívar,2,41.7,54.9,32.3,57.8,77.9,0,1,M,52.9,633863,1673046,16.4,8.8,9.0,92.3,36.4,75.8,15.7
Colegio_28,Teusaquillo,4,57.9,57.0,38.8,54.3,50.7,0,0,F,51.8,194327,2990383,5.1,7.0,10.5,94.4,90.1,92.4,5.7
Colegio_13,La Candelaria,4,46.4,55.4,28.1,40.4,53.0,1,1,F,44.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,82.4,8.7
Colegio_35,Santa Fe,5,58.0,59.0,67.6,44.7,51.1,1,1,F,56.1,339318,1479614,21.0,9.6,9.4,85.8,37.6,98.1,13.7
Colegio_37,Ciudad Bolívar,3,65.3,53.1,22.0,42.1,59.8,1,1,M,48.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,99.3,6.6
Colegio_38,Sumapaz,3,57.0,38.7,80.7,49.7,51.1,1,1,M,55.4,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.6,1.1
Colegio_4,Usaquén,4,78.5,56.6,63.0,59.7,69.2,1,1,M,65.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,86.9,7.5
Colegio_14,Los Mártires,5,60.1,58.4,53.6,65.7,82.3,1,0,M,64.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,96.6,18.9
Colegio_37,Fontibón,2,54.4,57.4,63.7,33.7,68.5,0,1,M,55.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,96.1,12.8
Colegio_8,Chapinero,1,57.4,68.7,43.5,34.6,47.4,0,1,F,50.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,83.0,13.4
Colegio_34,Rafael Uribe Uribe,3,57.1,62.8,45.4,58.2,49.0,1,0,F,54.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,95.7,12.6
Colegio_2,Kennedy,4,62.7,65.2,59.5,64.2,36.2,1,0,F,57.5,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.9,4.0
Colegio_8,Ciudad Bolívar,6,48.0,41.4,49.5,52.4,57.9,1,1,F,49.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,89.9,8.4
Colegio_25,Antonio Nariño,2,59.2,62.8,53.3,40.9,66.4,1,1,F,56.5,179797,1489362,18.5,9.3,8.2,83.7,26.2,80.8,15.0
Colegio_27,Usme,5,43.9,53.1,46.7,43.1,65.4,1,1,M,50.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,78.0,2.0
Colegio_11,Barrios Unidos,2,56.7,43.7,49.0,44.4,67.0,1,1,F,52.2,246732,2464266,14.4,8.9,10.2,88.7,70.4,76.9,5.6
Colegio_17,Antonio Nariño,3,62.9,67.5,55.6,46.8,54.1,1,1,M,57.4,179797,1489362,18.5,9.3,8.2,83.7,26.2,92.4,5.5
Colegio_30,Puente Aranda,4,65.6,37.8,71.7,75.5,68.5,1,1,M,63.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,83.5,8.6
Colegio_38,Usme,2,50.6,35.6,56.6,55.8,58.6,0,1,M,51.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,93.1,19.6
Colegio_10,Barrios Unidos,4,69.5,51.6,48.1,58.3,59.4,1,1,M,57.4,246732,2464266,14.4,8.9,10.2,88.7,70.4,76.6,1.4
Colegio_34,Suba,1,52.4,87.6,61.6,41.2,44.0,1,1,M,57.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,82.9,10.4
Colegio_15,Antonio Nariño,3,40.6,57.1,45.9,66.2,56.3,1,1,M,53.2,179797,1489362,18.5,9.3,8.2,83.7,26.2,88.5,3.6
Colegio_22,Kennedy,1,56.4,66.6,51.4,51.9,48.9,0,1,F,55.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,94.8,19.4
Colegio_25,Suba,5,63.8,56.6,82.7,57.7,58.1,1,1,M,63.8,829007,2455432,8.3,7.4,10.2,87.3,75.0,83.0,2.3
Colegio_14,San Cristóbal,4,46.6,45.0,44.2,54.7,63.9,1,0,M,50.9,404902,1665631,20.3,10.8,9.1,86.7,40.2,90.6,8.1
Colegio_25,Kennedy,2,38.6,65.0,59.5,46.1,39.1,0,1,F,49.7,1011301,1855181,16.9,8.3,9.3,88.9,49.2,97.1,14.8
Colegio_17,La Candelaria,2,55.0,41.1,51.1,54.0,58.7,1,0,F,52.0,171142,1311336,23.8,11.6,9.2,84.1,30.3,90.4,14.1
Colegio_2,Engativá,3,53.8,61.2,48.2,58.2,62.6,1,1,F,56.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,80.8,8.5
Colegio_29,Kennedy,1,45.6,29.4,51.2,30.9,62.4,1,0,F,43.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.6,6.9
Colegio_21,San Cristóbal,4,71.0,41.4,30.9,48.9,75.0,0,0,F,53.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,96.8,8.0
Colegio_2,Rafael Uribe Uribe,6,64.8,74.7,41.8,46.6,50.6,1,1,F,55.7,222600,1728859,20.1,7.0,8.9,84.2,37.8,75.5,5.3
Colegio_32,Santa Fe,1,67.1,74.6,63.3,46.6,67.2,1,1,F,63.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,96.9,4.1
Colegio_8,Barrios Unidos,3,39.5,43.9,51.9,58.0,66.7,0,1,F,52.0,246732,2464266,14.4,8.9,10.2,88.7,70.4,88.2,9.7
Colegio_36,Santa Fe,4,51.6,63.8,39.2,41.6,60.4,1,1,M,51.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,98.5,5.4
Colegio_27,Bosa,1,49.2,66.6,33.0,52.1,54.3,1,1,F,51.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,95.0,5.7
Colegio_27,Engativá,4,50.5,61.7,48.9,50.9,49.3,1,1,M,52.3,945826,2815166,9.2,8.6,10.2,91.6,85.3,99.9,13.1
Colegio_23,Usaquén,2,67.3,54.2,51.4,57.4,77.4,1,1,M,61.5,342004,3238341,5.0,7.2,10.1,93.8,94.4,83.8,19.4
Colegio_12,Santa Fe,4,48.2,31.7,53.8,85.3,41.9,1,1,F,52.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,94.2,12.1
Colegio_6,Rafael Uribe Uribe,2,47.3,74.9,70.2,56.7,55.5,1,1,F,60.9,222600,1728859,20.1,7.0,8.9,84.2,37.8,85.0,1.5
Colegio_24,Fontibón,1,67.4,46.9,46.8,67.9,61.2,1,1,F,58.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,87.0,1.5
Colegio_37,Teusaquillo,2,76.6,66.4,54.0,75.4,72.0,1,1,M,68.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,90.7,19.0
Colegio_25,Ciudad Bolívar,5,70.6,67.9,56.7,36.3,54.3,1,1,F,57.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,96.8,5.9
Colegio_20,Los Mártires,4,44.2,50.9,32.5,57.3,65.1,0,1,M,50.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,99.6,1.8
Colegio_37,Antonio Nariño,3,30.6,58.6,64.1,54.3,65.9,0,1,F,54.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,94.2,12.0
Colegio_6,Fontibón,2,45.7,57.0,48.5,40.0,21.4,1,1,F,42.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.4,12.5
Colegio_21,Fontibón,2,53.4,44.1,58.2,59.5,51.8,1,1,F,53.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.5,13.0
Colegio_31,Santa Fe,6,58.9,54.5,51.4,54.0,63.9,0,1,F,56.5,339318,1479614,21.0,9.6,9.4,85.8,37.6,93.4,5.3
Colegio_33,Barrios Unidos,2,48.9,59.7,66.6,32.7,60.2,0,1,M,53.6,246732,2464266,14.4,8.9,10.2,88.7,70.4,81.0,0.3
Colegio_17,La Candelaria,2,68.8,72.4,56.4,72.3,61.1,0,0,M,66.2,171142,1311336,23.8,11.6,9.2,84.1,30.3,77.8,19.3
Colegio_33,San Cristóbal,3,61.9,73.4,63.3,60.8,53.5,1,1,M,62.6,404902,1665631,20.3,10.8,9.1,86.7,40.2,83.9,5.0
Colegio_2,Barrios Unidos,3,55.1,41.3,60.3,59.7,61.8,1,0,F,55.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,82.2,13.5
Colegio_40,Engativá,2,38.0,67.4,50.8,61.3,57.9,0,1,F,55.1,945826,2815166,9.2,8.6,10.2,91.6,85.3,82.4,14.1
Colegio_33,Usaquén,4,68.9,30.2,42.8,45.5,66.1,0,1,F,50.7,342004,3238341,5.0,7.2,10.1,93.8,94.4,80.8,12.2
Colegio_2,Rafael Uribe Uribe,2,54.5,51.8,37.8,71.0,53.7,0,0,M,53.8,222600,1728859,20.1,7.0,8.9,84.2,37.8,76.1,6.3
Colegio_14,Sumapaz,3,33.7,40.7,22.7,51.6,48.2,0,1,F,39.4,344465,1626165,19.6,7.6,8.7,85.7,34.7,75.4,5.4
Colegio_3,Kennedy,2,69.7,66.3,59.8,64.4,68.9,1,1,F,65.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,99.7,12.0
Colegio_26,Suba,2,77.7,60.8,43.9,40.5,66.5,1,1,F,57.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,85.7,17.3
Colegio_24,San Cristóbal,3,52.3,35.7,70.2,69.5,68.4,1,1,M,59.2,404902,1665631,20.3,10.8,9.1,86.7,40.2,84.6,18.9
Colegio_12,Sumapaz,4,42.8,45.4,56.5,46.3,90.2,1,0,M,56.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,92.0,2.1
Colegio_9,Usaquén,3,68.4,57.0,69.9,55.3,49.6,0,1,F,60.0,342004,3238341,5.0,7.2,10.1,93.8,94.4,80.5,3.1
Colegio_4,Sumapaz,2,72.2,53.9,64.9,56.2,34.2,1,1,F,56.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.7,18.9
Colegio_5,Engativá,4,63.5,50.9,55.7,77.0,77.1,1,1,F,64.9,945826,2815166,9.2,8.6,10.2,91.6,85.3,94.7,14.7
Colegio_5,Antonio Nariño,3,30.2,51.6,49.4,45.2,67.4,1,1,F,48.8,179797,1489362,18.5,9.3,8.2,83.7,26.2,77.2,17.7
Colegio_12,Chapinero,4,47.3,36.1,60.8,60.6,58.3,1,1,M,52.6,153158,2764676,5.3,7.4,10.3,96.3,83.6,85.4,4.1
Colegio_11,Chapinero,3,44.1,72.2,51.9,47.7,45.9,1,0,F,52.4,153158,2764676,5.3,7.4,10.3,96.3,83.6,97.0,11.8
Colegio_28,Kennedy,4,61.8,68.2,38.4,82.5,60.8,0,1,M,62.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,98.6,14.0
Colegio_27,Tunjuelito,3,72.7,64.3,46.2,57.3,55.5,1,0,M,59.2,270499,1603700,19.6,10.3,9.7,89.3,44.5,86.7,13.6
Colegio_22,Antonio Nariño,2,55.1,55.0,53.9,75.8,74.8,0,1,F,62.9,179797,1489362,18.5,9.3,8.2,83.7,26.2,90.3,8.2
Colegio_3,Usaquén,3,53.1,59.0,58.9,80.1,39.4,1,0,M,58.1,342004,3238341,5.0,7.2,10.1,93.8,94.4,79.2,0.3
Colegio_21,Santa Fe,2,37.3,71.8,40.2,37.4,92.5,0,1,F,55.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,99.8,11.7
Colegio_11,Bosa,1,39.0,48.4,46.1,67.2,38.2,1,1,M,47.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,80.8,5.1
Colegio_28,Bosa,4,55.1,53.3,67.2,56.1,45.0,1,1,F,55.3,748890,1774895,15.5,7.8,9.2,86.0,44.0,98.6,9.0
Colegio_29,Teusaquillo,2,72.2,31.1,43.7,48.5,63.3,1,1,M,51.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,91.2,19.2
Colegio_17,Chapinero,3,49.1,56.8,43.0,42.8,42.8,1,1,F,46.9,153158,2764676,5.3,7.4,10.3,96.3,83.6,90.2,8.0
Colegio_10,La Candelaria,3,48.0,55.5,71.3,32.2,32.3,0,1,M,47.9,171142,1311336,23.8,11.6,9.2,84.1,30.3,87.8,16.8
Colegio_15,Santa Fe,3,41.9,49.1,58.6,67.2,62.4,1,1,M,55.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,80.8,3.8
Colegio_29,Barrios Unidos,3,39.7,61.7,41.8,65.7,56.9,1,1,M,53.2,246732,2464266,14.4,8.9,10.2,88.7,70.4,79.4,13.4
Colegio_4,Rafael Uribe Uribe,3,66.5,59.0,62.1,59.6,53.7,1,1,F,60.2,222600,1728859,20.1,7.0,8.9,84.2,37.8,80.5,19.5
Colegio_39,Tunjuelito,6,52.0,71.0,51.5,46.8,43.0,1,1,F,52.9,270499,1603700,19.6,10.3,9.7,89.3,44.5,79.7,2.0
Colegio_24,Usme,4,64.9,42.5,54.3,40.0,38.6,0,1,M,48.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,94.5,0.2
Colegio_24,Chapinero,3,32.9,48.3,48.2,49.2,49.0,1,0,F,45.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,83.8,8.7
Colegio_14,Engativá,5,50.7,64.6,50.5,52.8,60.4,1,0,M,55.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,76.4,1.9
Colegio_26,La Candelaria,3,73.0,53.2,68.1,53.8,57.3,1,1,M,61.1,171142,1311336,23.8,11.6,9.2,84.1,30.3,99.2,15.0
Colegio_11,San Cristóbal,6,41.1,54.5,69.0,59.6,63.2,1,1,M,57.5,404902,1665631,20.3,10.8,9.1,86.7,40.2,97.1,18.3
Colegio_3,Fontibón,6,42.7,82.6,85.8,80.3,59.8,1,1,F,70.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,98.2,8.7
Colegio_11,Fontibón,1,53.5,40.1,41.8,59.2,43.2,1,1,F,47.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,99.9,5.2
Colegio_6,Barrios Unidos,2,54.9,53.9,68.4,53.6,54.1,0,1,F,57.0,246732,2464266,14.4,8.9,10.2,88.7,70.4,79.3,8.7
Colegio_33,Ciudad Bolívar,5,58.5,45.9,56.6,60.4,36.7,1,1,M,51.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,84.9,14.5
Colegio_17,Fontibón,3,53.6,66.7,60.2,66.0,59.6,1,1,F,61.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,94.0,0.2
Colegio_40,Barrios Unidos,2,55.7,47.9,48.5,69.8,57.3,1,1,M,55.8,246732,2464266,14.4,8.9,10.2,88.7,70.4,92.4,11.8
Colegio_18,Tunjuelito,3,55.1,59.1,63.7,52.3,64.0,1,1,F,58.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,78.8,12.3
Colegio_4,Puente Aranda,4,44.0,63.9,45.0,35.3,45.4,1,1,F,46.7,246116,1732058,14.5,8.9,9.4,88.2,41.2,95.4,12.8
Colegio_36,Santa Fe,3,49.7,63.9,70.7,53.3,66.3,1,1,F,60.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,80.6,4.8
Colegio_39,Ciudad Bolívar,5,38.9,58.0,41.5,32.6,38.2,1,1,F,41.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,80.6,14.3
Colegio_15,Fontibón,3,57.2,54.5,50.0,37.5,68.0,1,1,M,53.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,88.4,1.8
Colegio_26,Ciudad Bolívar,2,44.4,45.6,54.2,48.1,53.9,1,1,F,49.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,89.8,4.0
Colegio_33,San Cristóbal,4,61.5,54.8,40.1,57.9,54.4,1,1,M,53.7,404902,1665631,20.3,10.8,9.1,86.7,40.2,89.5,17.5
Colegio_28,Antonio Nariño,3,61.3,57.1,64.8,55.4,51.9,1,0,M,58.1,179797,1489362,18.5,9.3,8.2,83.7,26.2,77.3,14.8
Colegio_30,Fontibón,2,29.7,61.2,73.0,46.7,76.8,0,1,F,57.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,96.9,0.3
Colegio_28,Ciudad Bolívar,1,65.0,53.2,60.5,54.0,71.4,1,1,M,60.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,81.6,5.0
Colegio_40,Usaquén,4,63.2,76.8,45.1,59.9,80.2,1,1,F,65.0,342004,3238341,5.0,7.2,10.1,93.8,94.4,78.2,4.3
Colegio_34,Rafael Uribe Uribe,1,56.3,53.1,37.7,60.9,61.0,0,1,F,53.8,222600,1728859,20.1,7.0,8.9,84.2,37.8,97.2,5.4
Colegio_10,Sumapaz,6,28.7,69.0,83.8,50.0,71.8,0,0,M,60.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.9,5.0
Colegio_39,Bosa,2,32.5,85.7,90.9,39.4,53.8,1,1,M,60.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,96.6,1.3
Colegio_15,Usaquén,6,64.5,76.7,66.9,41.6,62.8,1,1,M,62.5,342004,3238341,5.0,7.2,10.1,93.8,94.4,95.2,9.2
Colegio_30,Los Mártires,3,48.8,63.8,67.5,24.0,66.0,1,1,M,54.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,91.4,14.7
Colegio_28,Sumapaz,5,58.5,51.6,64.4,86.5,49.9,0,1,F,62.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,88.8,12.1
Colegio_39,Chapinero,4,21.1,70.9,46.4,35.7,73.1,1,1,M,49.4,153158,2764676,5.3,7.4,10.3,96.3,83.6,77.2,13.5
Colegio_26,Bosa,1,60.7,42.4,58.7,48.7,47.8,1,0,F,51.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,85.2,1.6
Colegio_26,Bosa,2,46.2,45.0,51.1,64.9,66.5,1,1,F,54.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,84.3,19.0
Colegio_1,Barrios Unidos,3,45.8,59.7,56.5,42.9,35.7,1,1,M,48.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,81.5,16.8
Colegio_22,Tunjuelito,3,66.7,58.7,80.9,61.9,57.5,1,1,M,65.2,270499,1603700,19.6,10.3,9.7,89.3,44.5,93.1,16.1
Colegio_23,Usme,3,50.6,57.6,49.0,64.0,53.9,1,1,M,55.0,495408,1505279,18.8,9.0,9.8,86.0,41.1,87.4,16.5
Colegio_25,Santa Fe,3,59.3,66.6,47.3,75.3,63.0,0,1,F,62.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.0,18.7
Colegio_8,Kennedy,3,44.7,49.6,39.8,66.1,57.9,1,0,F,51.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,80.5,10.9
Colegio_34,Bosa,1,78.4,72.1,57.3,33.9,57.5,1,1,F,59.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.1,4.0
Colegio_15,Chapinero,4,45.3,63.3,47.3,57.4,39.3,1,1,F,50.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,76.9,12.3
Colegio_2,Usme,3,64.5,48.9,34.8,69.0,52.6,0,1,M,53.9,495408,1505279,18.8,9.0,9.8,86.0,41.1,96.3,14.9
Colegio_12,Rafael Uribe Uribe,4,48.7,69.7,49.6,52.0,55.3,1,1,M,55.0,222600,1728859,20.1,7.0,8.9,84.2,37.8,87.4,14.8
Colegio_18,Ciudad Bolívar,3,56.8,67.8,54.3,65.2,33.4,0,1,F,55.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,87.0,10.4
Colegio_7,Bosa,1,52.6,59.1,55.7,56.1,54.9,1,1,F,55.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,89.8,1.4
Colegio_27,Engativá,5,51.9,41.4,53.0,62.7,64.3,1,1,M,54.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,95.6,7.4
Colegio_2,Chapinero,4,51.3,37.7,45.9,77.6,58.1,1,1,M,54.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,83.7,18.4
