User Name;Comment Text
@stinkylomax51;Y yo quejándome de haber nacido en Venezuela ???????? estos videos me abrieron los ojos y la mente y me han enseñado a amar a mi pais y adorar mi tierra.
@JoseReyes-ku6bk;El contenido que hace Juan es de otro nivel, incomparable! No fue fácil verlo, imagino realizarlo! Felicidades Juan saludos desde Venezuela
@marymunoz6920;"Juan eres un hombre talentoso y lo felicito porque yo no sería capaz de ir a esos lugares que tú vistas,
Es otro aspecto de ver la vida ?"
@rosabeltran4210;"Sin palabras ??
Saludos desde Boyacá Colombia ???? 
?? Juan Dios te bendiga ??"
@gabrielaescobar7898;Juan, sos un crack, de verdad que valentía la tuya y que lecciones nos enseñas ¡Bravísimo! ??
@sergiostoianoff6891;Juan vi muchos videos de ese lugar pero como tu lo haces y lo muestras nadie lo hizo mejor q vos Juan saludo de argentina ??
@lauramantua7398;Sabía, por cultura general, que esto sucede en Benarés (o Varanasi). Siempre había visto imágenes de las cremaciones tomadas desde lejos, nunca desde el medio de la ceremonia, con el camarógrafo con los pies en el agua y respirando ese humo. Comprendo que se trata de otra cultura y que jamás podría formar parte de semejante rito funerario. Qué inmenso es el mundo. Gracias, Juan, por acercarlo con tu gran trabajo.
@mecha1gold;Fui yo el único que vió al motociclista atropellar a la señora al minuto 22:47 ? ??
@jcmisnaza;"Estuve en la India hace 10 años, Justo por estos días, Benares me  voló la cabeza, sin embargo me ayudó mucho a  mejorar mi relación con la muerte… estuve paseando por sus orillas y presencié una inhumación, con ello aprendí varias cosas , la primera la gente estaba de blanco y en lugar de llorar estaban  tranquilos, no sentían tristeza por el difunto , al contrario estaban agradecidos con  los dioses por haberlos tenido vivos y haber compartido su vida con ellos, gran punto, y lo segundo que aprendí, es que si ellos queman el cuerpo pero no lo dejan ahí en el rio… solamente a los pecadores o personas sin familia los dejan que se quemen completamente, es decir los cadaveres flotantes no son todos los que se queman, sino los más olvidados, no sé si cambiaría eso en 10 años…
Saludos juan y súbete a la embarcación pero en la noche , entre 6 y 8 pm todos los días hay una ceremonia de la luz y es hermoso navegarlo y presenciar esa linda tradición."
@NeaRamirezs;Espectacular video Juan. Estos videos de la India me están encantando. Gracias por compartirnos otras culturas.
@albajimenez7686;Terrible que un pais permita esa  contaminacion y nadie haga algo
@SesiliaRodrigues;Qué contaminación más horrible.. bañarse en esa agua contaminada debe ser espantoso en un baño de eso te trae las cenizas de los cadáveres, . Deberían prohibir eso... Las personas adineradas también los creman.., yo no creo que los ricos sean incinerados
@gloriamarquez2824;Hola Juan tus últimos videos me dejan sin aliento por conocer como viven en la India,es tan extremo todo lo que muestras,pero por favor ten cuidado con tu salud,la contaminación ambiental es brutal ,cuidado que te dé el Síndrome de la India un abrazo desde LimaPerú ????????
@JavierAlbertoCarrillo;Bendiciones! Y gracias por compartir todo esto.
@elenarodriguez4555;Pensar que el océano debe estar lleno de estas cenizas de los cadáveres que fueron incinerados de generación tras generación.
@JosePerez-gz2iv;Que mas le podemos pedir a nuestro querido Planetajuan si arriega su vida y su salud en la INDIA por darnos el mejor contenido a sus seguidores. Gracias Juan por tu dedicación y esfuerzo de los mejores youtuber a nivel latino.
@MariliOblitas;Increible,un viaje mas a tu lado Juan!!!
@alinahurtado5591;Que fuertes imagenes de esa realidad. Gracias Juan por mostrar tus experiencias
@anamarialobosibaja4199;"Ay Juan, creo que es de los riesgos más grandes a que te has expuesto! 
Gracias por la calidad del video.
Cuídate."
@alviscas72;me parece una experiencia bien corajuda, no se si yo me atrevo a entrar en ese lugar, mis respetos para ti.
@giaccomodona7-e4h;Este video me recuerda a un señor mayor de ese mismo país que hacía video de comida y cocinaba para muchos niños y niñas de su pueblo pero lamentablemente un día falleció y así mismo fue su funeral se llamaba grantpha kictchen se veía muy buena persona ??
@ruthericmorin5755;Juan, me encanta la forma tan auténtica de narrar el trama “vacas, perros, gatos etc.”…??????
@viridianasosa9300;Increíble ?? trabajo ?? excelente
@jokinramosperez;Que buen video. Me encanto! ??????
@ramonartunduaga556;Exelente tus videos Juan gracias  por enseñar las culturas de otros países
@alekolleff;Yo miro tus vídeos mientras como mi almuerzo... Peeeeero esta vez, fuí completamente incapaz. Wooow que impactante. Pero excelente video Juan!
@dacostac;Que importante mensaje, observar y respetar la cultura de la India.
@ElPropiohg;Tremendo desconocía por completo esta forma de cremar los muertos...
@angelicamontoyaleon8258;"Y en la ceremonia nadie llora ni hace drama ??
Se ven muy animados llevando su cadáver"
@marcosvera4308;wow! que video más crudo y real @PlanetaJuan! Es un video que muestra lo diario en aquel lugar!
@sky360drones3;Eres un Pro en lo que haces, excelente por mostrarnos como son las cosas allá afuera ????
@milukruiz;Juan un berraco soportar documentar la experiencia que para muchos no es normal. ?
@estelalopezm.6484;Cada día te admiro más. Se necesita ser muy valiente para vivir esa experiencia ??
@mariocuevas8900;"Pocos videos me incomodan y este fue uno. No por las cremaciones si no que tocar el Ganges ya es mucho.

Muy agradecido por tu video Juan. Saludos desde Chile"
@johncortez873;Ese viaje te puede sacar de todo ... aun hasta de tu cuerpo ????????
@AuraRosaOrtizPastrana;Juan cuidate mucho te necesitamos saludable para que nos sigas mostrando estos extraordinarios videos, colocate aunque sea unas chanclas sufro mucho viendote descalzo en medio de tanta suciedad.
@linamella9674;Me quedo impactada en verdad, es una realidad alterna lo de las películas.
@leonardoleonardo8974;En este mundo nunca se deja de aprender buen reportaje saludos desde Guatemala
@JoseMartinez-bz9of;"Vaya que impresionante.
Dicen que mi México hermoso es surrealista..
Está ciudad de India es otro nivel de lo surreal."
@ivamonge419;Que carga de verdad meterse a esos lugares, uno ni se imagina que eso exista en el mundo. Muy buen video ????
@angelicarestrepo1842;Duro presenciar algo así. Y tú lo haces con todo el respeto
@Alex.Angkor;Impresionante esa manera de despedir a un difunto.
@gloriaisbel1525;Uy Juan usted es un duro. Muy impresionante lo que muestras en el vídeo. Gracias por hacerlo por nosotros
@dianavivas2307;"Que cultura y que tradiciones tan diferentes a las que nosotros tenemos muy fuerte.
No sería capaz de vivir en esta parte del mundo ??"
@edMihe;Muchas gracias ???? este reporté estuvo increíble!
@pablomosquera.5220;instala el traductor simultaneo, te ayudaria mucho.mis respetos pa donde te metes.
@elenavegatabares9370;Amor hermoso,tu eres muy especial, gracias por todo lo que,muestras,El Señor te bendiga siempre
@videofilm3396;Mini maratón de planeta Juan ??????????
@MaidaB.R.;Soy su seguidora En verdad usted visita lugares de mucho riesgo.Dios lo bendiga.
@chefboritexas;Planeta Juan es el mejor viajero en español
@francistorrealba8340;"Definitivamente eres Increíble Juan mis respetos .. 
Gracias por enseñarnos esa cultura tan , todo lo contrario a nosotros latinos ... 
Tienes estómago yo no podría lo siento mucho .. 
Igual no se ven mujeres por allá casi ."
@jaime57552;Como es posible que este video no gane un premio !!!
@mikelnator;En verdad puedo decir que en este video si pude ver una visión de la India , qué nunca antes vi y le da a este lugar un toque único en el mundo
@shantimau4702;"En mi humilde opinión; el gobierno de estos países, no debería permitir que tiren cuerpos al rio. Ya es bastante desastroso con que las industrias químicas y fábricas viertan sus desperdicios en manantiales, rios, lagos, mares, ect. El hombre poco a poco está acabando con el planeta. Qué lástima me da con las nuevas generaciones...que mundo tan contaminado le estamos dejando."
@alejandromendoza671;Esto no se llama cultura esto se llama miseria humana , por muy ciego que queramos ser , la gente con sus creencias e ídolos se vuelven ignorantes
@patriciasepulveda539;Realmente lo admiro mucho Juan....cuídese mucho y que Dios lo bendiga inmensamente...El Señor Jesucristo lo guarde.
@noraperezjimenez2787;"Mi absoluto respeto a la cultura y la gente de India. También a planeta Juan, agradezco la seriedad con que aborda temas tan disrruptivos y divergentes de los que muchísimos youtubers, lo he visto, hacen mofa, ridiculizan, se escandalizan, etc. 
Gracias Planeta Juan, me uno al agradecimiento de no haber nacido en India, pero en México también tenemos algunas costumbres muy raras...??"
@Carmen-Preciado;Juan , no sé que mes usted visitó Varanasi pero he visto muchos videos de ése lugar donde el lugar no está inundado  llegan con sus cuerpos y esperan en las escaleras que suben desde el río. Hay videos impresionantes y para Occidente son incomprensibles lo que hacen.
@mayramatias7480;Te admiro Juan grandemente por tu valor  y tu forma amena de tratar temas tan complejos como esas creencias del Hinduismo muchas gracias por mostrar esa terrible realidad de esa forma de vivir  para mí y tan normal para ellos,no visitaría la Indía jamás
@beatrizdiaz8367;Este video se irá viral créanlo porque es muy fuerte ??????????
@heidycruz3961;Me gusta mucho sus videos conocer tantas culturas tan bacano abrir su mente a nuevas experiencias ??????
@shadianavarro;Amo tus videos! Definitivamente el mejor. La información, la calidad del contenido del canal, como se experimenta el video. Genial! Felicidades. Siempre espero uno nuevo
@Elgatodurmiente5940;Eres muy profesional Juan en tus relatos ,te sigo mucho tiempo, son muy interesantes tus Videos, muchas gracias por tanto?
@lucyparra3371;Haber Juan, respeto mucho todas las opiniones y muchas otras las comparto, pero eso no te da derecho a exponerte de esa manera tan cruel contigo mismo, esra bien que llegues hasta donde sea posible pero no así tan LOCO como bien lo dices todo el tiempo y en todas partes, no te importa tu salud  ? Te admiramos y queremos mucho, Dios te bendiga
@yukiroshiipiggy2756;"Como comenté en otro vídeo, Benares fue la puntilla de mi viaje a La India hace muchos años. Ningún país del mundo me descolocó tanto. Tardé muchos días en aterrizar del estado de confusión que me produjo. Y veo que cuarenta y tantos años después, la imagen es la misma. 
Hoy lo que me pregunto es que, si no se mueren todos de epidemias en medio de ese caos, en el mundo occidental estamos haciendo el tonto con nuestra avanzada Medicina de la que estamos tan orgullosos. 
 Juan, cuando te veo descalzo por esos lugares, pienso en tu abuela, que, como yo, estará preocupadisima.
¡Cuídate mucho, por favor!"
@cscgentleman;Definitivamente el mero viaje a esos países es cosa brava no para cualquiera ..en lo personal me desespera el mero hecho de imaginarme por esos lares. Que horror ..aplausos de pie a gente tan pro como tú Juan..saludos desde Barcelona, cuidate muchísimo. Orgulloso de tu trabajo e inteligencia en la manera con que relatas cada vídeo ..
@Saboresdistint0s;???? planeta juan  vi tu video y ya habia terminado de comer    y en la mitad  de video yo soy sincero pense q devolvis pero, se te agradece y eso q nobsoy Asquiento si YouTube ni cebsuraba capaz se hubiers visto lo q tapaste para q ni te censuren el videl, hoy no vi nda en vida como lo q mostraste y tienes mucha razon la india no es para, todos!!!  Pero impecable  cononte has mostraso ante una cultura q romoe tantos patrones que hoy nostros no vemos normal ellos si .gracias x tu profesionalismo  y  se que india no rs para mi aunq yo halla estado en un  momasterio induista hoy me llevo  un gran respeto hacia la vida el ser y hoy sobre tdo s Dios ?? millon de gracias
@cchemitoc;"15:24 ""Es un país bravo, bravo. No es para todo el mundo. Yo les digo una vez, no es para todo el mundo. Yo volvería a India a otros lugares porque me pareció extremadamente interesante, pero la verdad es que usted tiene que estar dispuesto a que su mente cambie radicalmente, su concepto de la vida, de todos los conceptos, lo cual es bueno, de pronto tal vez es eso justamente lo que usted necesita hermano. Yo me voy de aquí contento y con mucho aprendizaje, pero si les digo la verdad de una vez no es para todo el mundo. Puede que sufra por aquí un poquito."""
@angelicacampos8367;"Qué fuerte! Creo que todos hacemos cosas que pueden parecer horribles o despreciables para otras culturas.??????? 
Daba clases de religión católica en una escuela para niñas y tuve una alumna budista, mi mejor alumna de ese grupo. Un día había una araña y las niñas gritaban y simplemente fui y la pisé… decepcioné profundamente a mi alumna que me dijo: “cómo eres una  maestra de religión y matas a un animal?” ???????"
@thanyapinto9339;Deberías de haber andado unas chanclas para no andar descalzo, demasiada contaminación como para caminar así ahí.
@camilobernal2403;Qué locura de video, Juan. Varanasi parece otro mundo… hay algo en cómo lo contaste que me dejó pensando mucho. Gracias por llevarnos hasta allá.
@JeisyMarleinys;"Mi primer pensamiento es que se bañe con antiséptico o que se tome algo para evitar que se le desarrollen enfermedades infecciosas 

Pero luego pienso que ahí hay miles de personas viviendo así que también deberían salir de la ceguera mental que te hace sentir o creer que esto es normal o que está bien vivir así"
@PabloMart81;Jamás de los jamases me vuelvo a quejar de Bogotá y sus trancones. Que locura de país la India. Un reportaje a un nivel máximo Juan.
@BibianaGomez-e4j;GRACIAS  JUAN ,  VI  EN OTROS  VIDEOS  ,  PERO NUNCA   COMO LO  HACES  VOS  ,  Y  CON  TANTO  RESPETO,  CHAU DE ARGENTINA
@sergiomorailavaladez7845;Amigo Juan, te acabas de graduar de el mejor contador de  historias de la vida en lugares mas que retadores...Gracias desde México por mostrarnos Varanasi en su máxima expresión...eres el mas cabrón de todos!!!
@mariarigsby3056;Gracias paisano de Canada eres miy valiente, te admuro Juan saludos de ???? ?
@jorgemerino9298;Épico Juan. Un youtuber que nos muestra lo que nadie se atreve.
@jamerbedoyavalencia3009;Lo más loco dentro de lo loco que Juan ha mostrado .gracias parcero
@Mary-ti6qd;Muy duro tu .... Eres un crack caminando descalzo y mostrando la otra cara de los lugares ??
@eduardleonardogarciaipuz9138;Ssss es muy chocante y difíciles de procesar la cultura en siertas partes del mundo pero así es la humanidad.  grande diversa y en constante cambio.
@freddiesan;Juan, que valor el tuyo de caminar en esa agua ??. Eres de admirar ??
@Infinitedmod;Aplausos de pie para Juan ????????????
@ESTOYASUSTADO;Juan gracias por tus viajes que nos ilustran mucho sobre lo humano y lo imaginario
@MelissaMartinez96;Hace poco descubri este canal, y ya me he visto los videos de este viaje a la India, muy interesante, y la narraciob 100/10
@sandracifuentes9726;Hasta acá me llegó el olor??
@zelmagonzalez9931;Gracias x este video con mucha información
@Natt469;Si tú saliste de tu zona de confort que eres un viajero nato no quiero imaginar estar ahí, tuve que ver el vídeo poniendo pausa para aguantar ??????
@danielmontes933;"Qué capo Juan. Siempre serio y bien informado; contenido de calidad"
@daisyf.fernandez1254;Ay Juan, me ha costado ver este video. Nunca imaginé que el proceso de cremación  era de esa manera. Respetamos su cultura y que amables que te permitan grabar el proceso. Agradecemos que tengas esa disponibilidad y te arriesgues de esa manera. Dios te cuide.
@GladisRoa-w4g;Viva Bogotá Colombia abrazo!!
@luissanchez-vd4vq;Gracias por ir a la india, con eso me ahorro ir a ese lugar y que mejor conocerlo a través de ti! Nuevamente gracias
@AustCol;Juan el siguiente año llegaré yo a las redes y también viajaremos , desde Australia para el mundo
@miguelbjc;Tremendo contenido Juan, orgullo rolo hoy en día para mi el mejor creador de contenido en Colombia, la realidad y la cultura del mundo en un solo canal, mis respetos bro.
@rebecabendecida65;Gracias Juan por compartir esos lugares tan raro y con el mayor respeto no me veo en esos lugares,que río más contaminado Dios mío y que religión más rara ,muchos saludos
@gladysbecerra8196;Es imprecionante, una cultura tenaz.????????????
@luisbenites7227;"Excelente y arriesgado vídeo. 
Sumergirse en la India no es fácil, es complicado y tiene mucho riesgo en esas zonas llenas de comida callejera en condiciones infrahumanas."
@alidavalencia3961;"Uy Dios mio Juan
Gracias por poder ver y no tener que ir allá"
@Teléfononuevo-u2m;Soy colombiano,saludos desde Punta del Este,Uruguay.
@carolinabernal1205;Nooooo muy duro Juan al ir a ese lugar, Yo no sería capaz, terrible lugar.
@CatherineAMunozBenavidez;yo los domingos casi que tengo una cita semanal con Juan y con mi familia por que nos sentamos despues del desayuno a ver sus video son sencillamente espectaculares gracias pero por favor cuidate mucho me preocupa que ultimadamente te haz espuesto mucho
@sandravivianagilpoloche7650;Tenía a India es otro aspecto pero con todo lo que hemos visto, me parece un lugar interesante para visitar y saber mucho más de su cultura.
@leonelparra6341;Excelente, planeta Juan. De Panamá saludos ??
@soynoahermyn;que bárbaro excelente video para reflexionar ??
@BeatrizAmparoJaramillotorres;Por dios que  cosas tan fuertes estoy casi de psiquiatra
@juancho4552;Juan es el Héctor Mora de nuestra generación, el mundo al vuelo.
@maria_maric;Son increíbles tus vídeos. Mi mayor respeto, Juan.
@Shorts_de_West;Juan de todos los blog que e visto este sin dudas fue el más bizarro ?? que locura las tradiciones extranjeras
@michaelbethancourt1408;Saludos desde Panamá. Excelente documental.
@rodri06-u5y;"Lo digo con respeto de las creencias q tenga cualquier persona. Pero que  loco que el río más contaminado del mundo sea purificador para ellos. 
Felicitaciones Juan,muy buen video."
@elenarodriguez4555;No pide terminar de ver este video.
@LibuttiG;ok,parcero, ahora estás tocado por el Río
@ayuramypuchi6419;Esta experiencia tuya me dejó sin palabras...que lugar tan irreal, tan loco y al mismo tiempo tan normal para ellos...25 minutos para mí fue más que suficiente, no quiero saber más ??
@UnGato01;Que impresionante y distinto de lo que conozco es ese pais, gracias por el contenido
@LANGEL-19;Y cruzando ese río hay tribus caníbales
@RosaPerez-bl2yq;Gracias  Juan por compartir tus videos ??
@rafaellaurens5173;El mejor canal de YT. Gracias Juan
@nelagarch;Que buen trabajo Juan!!! Excelente contenido! ?
@mariajulianagutierrezlopez;Que excelente vídeo, gracias Juan por abrirnos la mente con este canal ?
@jhonngamer2789;Excelentes videos Juan un aprendizaje unico
@eldaycarrera2712;Saludos Juan desde el Ecuador, tremendo vídeo.
@Luis4959;Excelentes videos, saludos y mucha suerte desde Ayacucho, aquí cerca de Tandil en Argentina
@w0wjo;Es impresionante esta saga de vídeos Juan que brutal todo no tengo palabras que increíble
@a.f.z3361;Me encanta tu contenido. Nueva suscriptora . Sos muy guapo
@alejandralucero8286;Te admiro Juan, yo no puedo ni ver el vídeo me erizo como gato, pero tu muy bien felicidades ?????
@FernandoGarcia-fw4sn;Sin palabras… y yo pensando  mi vida es dura en California. Gran video
@leiberjesusposliguadelacru1616;Gracias por el contenido que nos regalas Juan, éxitos, mi amigo
@andrez4559;Documentales muy interesantes felicitaciones Juan
@jancarlo-s5;"Gran 
Gran video 
Un execelente documental ????????????"
@Polimorfismo2085;Excelente vídeo ??? felicidades Juan.. Me encanta.....???
@betosick1;Eres muy fuerte viejo Juan, gracias por tu contenido
@oscarperez8902;Querido hermano Juancho, Saludos desde Caracas Venezuela ... Ante todo quiero felicitarte por tu documentación y profesionalismo al mostrarnos el mundo desde otra perspectiva, quieria preguntarte si desechas tu ropa despues de visitar esos lugares tan impactantes y contaminados?  Te envío Un fuerte abrazo, ojala y podamos algun dia coincidir e invitarte un café.
@LuisaFernandaLemusAbularach;Que gran trabajo, espectacular vídeo felicidades!
@lacaela;Querido Juan, saludos desde Uruguay ????
@adrianmartin421;Las Religiones y creencias son 1 de las peores enfermedades de la humanidad.
@enriqueortiz2007;Hola Juan, he visto todos tus videos, pero sin duda los videos de la india han sido otro nivel, culturas muy diferentes a las que tenemos en América. Adelante excelente contenido
@Sesgo76;"Juan, te faltó hacer gárgaras con las limpidas aguas del Ganges. Aquí en Kitceher. Ontario. Canadá, se habló por parte de la comunidad india de usar las aguas del Grand River para los mismos menesteres mortuorios.
Nada raro que a ustes le toque hacer en el futuro un documental en las piras funerarias del río San Lorenzo que pasa por su amada Montreal"
@amparomolina4302;Juan gracias por los vídeos. Cuídate mucho . Dios y la Virgen te acompañen siempre. ??
@MarisolSalazar-ko4re;Que feliz me siento yo de haber nacido en Colombia y especialmente en Medellín , esos países son una pesadilla ??????????
@roxsn6811;"Que videos! He tenido q esforzarme para verlos. Me produce una mezcla de sensaciones. Es realmente alto el nivel de contaminación en el q viven estas personas; además lo q más me duele es la ignorancia espiritual en la q viven. Todo lo q hacen adorando tal cantidad de deidades, creaciones del ser humano q desconoce al Dios Creador y Señor de todo cuanto existe; y lo q se vive, efectivamente, adora  al único dios q permite q este surrealismo exista. Mi oración por ellos para q conozcan y crean en Cristo, la luz q ilumina este mundo y así vivan para el único y verdadero Dios q  le da identidad al ser humano en Él. ??????"
@totyparedes1074;Saludos desde Ecuador, Juanito gracias por tus programas eres genial ????????
@mitiendacatalogoonline;Déjame en Colombia, esa costumbre y creencia de ultratumba me dan mucho escalofríos, Juan una buena bañada con siete hierba te quita  energía de los muertos absorbiendo por el río ??
@IsabelaBalcazar;Juan, eres increíble, tan delicado y respetuoso de los lugares que visitas, para nosotros es la asquerosidad en su máximo nivel, pero para ellos es sagrado, en todo caso Juan no era que te metas en esas aguas, una vez más me convenzo de NUNCA ir a ese país, saludos mi Juan desde Ecuador
@hectorrosario904;"Hermano pero que cocos!! Yo habia leido sobre este rio pero dicen que una foto dice mas que mil palabras... pero este video!! Rayos!

Gracias porque yo NUNCA ire ahi pero lo vi por planeta Juan!"
@yolandaoropeza9275;Hasta cuándo estarás en India? Estoy estresada, pero te agradezco por mostrarnos lugares a los que no pienso ir. Te admiro y deseo que salgas con bien esta experiencia
@BelFiore-o4q;Hola Juan, admirable estaba esperando que fueras a Varanasi, no cualquiera hace ese recorrido que has hecho por la India y como tú mismo lo dices, deseaba que hubieras ido al otro lado del río donde están los Aghori Pero bueno eres un teso, saludos
@MarthaGarcia-kq4rm;Que lugar tan innuendo y asqueroso,,Juan cuidate mucho mejor ni vallas a esos lugares no te vallas a contagious  ,bendiciones mi querido Juaa,,se te agradese tu gran esfuerzo?????
@wilmarbetancourth8044;"GRACIAS DIOS POR PERMITIRME NACER EN UN  PAIS  DONDE, CREEMOS EN UN CREADOR REY DE REYES SEÑOR DE SEÑORES, 
Estos  países que no tienen a Dios en su corazón, si no otros dioses, se desenfrena en la locura, y la maldad"
@Alicia-ii7ne;Serán creencias o cuestiones religiosas Pero eso es el mismísimo infierno un basurero un peligro para la salud totalmente un asco no se cómo soportan tanta asquerosidad ????????ese lugar de sagrado no tiene nada
@vilmareyes2081;"' Corazón Hambriento '
' Tiempos de ' República de India????'
' La raíz del corazón de un pueblo y su religión los lleva a exaltar sus dioses, que no poseen poder.
El hinduísmo  es una de las primeras religiones fundadas en India.
Toda doctrina  humana lleva a un pueblo a desviarse de la palabra de Dios.
Todo pueblo doctrinal es cautivo y esclavo de su propia mente.
' bendecidos tiempos '
' Amado Juan '
???????????"
@elainevaldez9215;Agradezco mucho el privilegio que se me brindó por haber nacido y criado en República Dominicana ???? ??
@MELVIN5201;¿Como hago para saber cual es el mejor video de Juan??? es increíble este contenido .??????
@AlejandraMartinez-xo5yq;Juan yo probé el envoltorio que viste y que dijiste era tabaco, realmente es un digestivo, que le ponen varias especias y sabores distintos según el gusto del cliente, lo puedes comer o escupir, después de degustarlo, tenía un sabor a menta, cuídate mucho supongo si lo hiciste con todas las vacunas necesarias ????
@edit_992;Hermano usted es muy berraco entrar a esos sitios mis respetos ??
@robertagarzon610;Amigo Juan.cómo pudiste y te atreviste a ir a ese lugar? Rebuelve el estomago !!! Que valiente.???? mis respetos para ti .
@katiatavarez665;Vaya locura esa ciudad! ?? Naaaa! Con la mía en LA tengo suficiente, no quiero más ???????Mis respetos para ti Juan ??
@akenglee830;Es increíble como respetas la cultura y la religión de cada país que visitas ,muchas gracias por tus vídeos
@whoisnaymarie;Ver estos vídeos ha sido complicado… Me cuesta termínalos, incluso. Hasta los de Pakistán fueron más fáciles de digerir. Que fuerte vivir en medio de tanto caos. Sin duda recordaré todo esto cuando me quiera volver a quejar sobre situaciones que tienen solución.
@gloriaestelajaramillo1699;Hola Juan hace poco lo vi en una entrevista en yo José Gabriel,ya está en las grandes ligas de tv?? felicitaciones
@santibh9252;Gracias Juan! Ya mismo, compro el tiquete, hago las maletas y voy a cualquier país que no sea la India! ??
@bilhawilliams3018;Mis respetos para ti Juan?? solo de ver el video me confundí y mareé tanto, que mejor me senté ??! Me abruma la muchedumbre!., me aflije el ver tanta cosa
@maryjosenicolasgonzalez2169;Wooo un impacto tan grande. Videaso gracias ?
@rodrigonavarrocorba2795;"Que cantidad de gente irrespetuosa en los comentarios, nos indignamos cuando nos estigmatizan por ser de Suramérica, pero discriminamos las demás culturas del mundo solo porque no ""nos parece"" sus costumbres y formas de vivir"
@sandragallego4097;Yo veo éstos videos de la cultura de la India y me da depresión, ansiedad y angustia, yo no podría visitar éste país moriría de aburrimiento...
@Silvia-f6j;Gracias Juan desde Uruguay ??
@noraeliza1000;Yo no me meto en pata allí ni con botas de pescador??
@MarketingDhigzaDiesel;Mori de asco.. y la creencia absurda sin antes desvincularse de las costumbres antieginicas.. Juan admiro tu valentía..
@w0wjo;Es impresionante esta saga de vídeos Juan que brutal todo no tengo palabras que increíble
@frayagudelo1;Parce, saludos desde Medellín. Me he visto toda la saga de India. Definitivamente una cosa de locos todo lo que has mostrado, pero al mismo tiempo es muy interesante.
@MathewTomathew1508;Ayyyyy que orgulloso me siento de haber nacido en mi patria!!??????
@lourdessilva5809;No es bueno para tu Salud,que te expongas así,solo por mostrarnos lo que jamas veremos en primera persona,por eso mismo,te agradecemos por todo tu trabajo que para nada,es fácil,cuídate hijo.
@adazambrano6723;Definitivamente Dios te protege y un angel te acompaña, sobre todo a salud, un abrazo
@julianlopez1932;Muy arriesgado caminar descalzo en ese lugar, puede adquir una superbacteria que traspase el.torrente sanguineo.
@marcosrobertojuarez;Las aguas del Ganges son una de las más contaminadas del mundo, pueden transmitir disentería , cólera , tifus , hepatitis y gastroenteritis aguda , una de las principales causas de mortalidad entre los niños hindúes, especialmente en los meses estivales. Purificar el alma conlleva el riesgo de contaminar el cuerpo.
@MarisolAzuaje-yy5je;Juan Dios este contigo hijo bañate bien y Dios te va a proteger.
@yasselrodriguez5206;"Brother mis respetos, de verdad. 
Deberías atenderte con un grupo multidisciplinario cuando termines esa gira. Desde un neumólogo hasta un psicólogo.
Que lugares!!!!!!!! Entre las ratas y esto, sin palabras hermano.
Saludos"
@LuzelenaGonzales-b5v;Juan orgullo colombiano, desde Tuluá saludos parcero ??????
@jlba5108;Alguna vez escuche que ahi en la India cuando queman alos cuerpos  segun la pocicion economica que tengan es la cantidad de madera que puedes comprar,es por eso que algunos cuerpos flotan en ese rio porque la familia no tiene para poder quemar a sus difuntos.
@Joseasgalvez;Minuto 7:30 aparece Gandhi jajaj
@arbolnews;Juan ve a un médico al salir de ahí mijo.. buen documental
@Danygd-jp7pr;??muchos difuntos pero es verdad q solo con ver la muerte esta por  todos lados ummm tremendo la gente se lleva es agua para tristemente su propio mal ya q se pueden enfermar y llevarlos a estar en esa misma posición q pesar como las tradiciones no siempre es para bien ??
@dorisavila254;Increíble, y todavía me quejo, la verdad es que amo vivir en mi Costa Rica, gracias Señor, gracias Planeta Juan por mostrar esta cultura
@alciramentasty6458;Dios mío! Cómo puedes estar allí Juan. Te puedes contagiar de algún virus que te matar!??
@mercedesfonseca7926;Juan que loco , eres dónde se mete,  me le quito el sombrero, mis respetos
@lperez9621;Sinceramente, no iría nunca a la India. Su manera de comer, vivir y morir son extremadamente diferentes al resto del mundo??. Igual Juan gracias por llevarnos a conocer este controversial país.
@luzdarygomez7327;Hola Juan mis Respetos .????????
@PaolaLadino-f2t;????Hola. Juanma. Le. Habla Angie prieto.  Pues,  para. Que le. Voy,  a decir,  que le. Quedó chévere,  el ??. Cuando,  no ????. Es. Así.  ??Pero,  si está. Bien dateado.  ??Lo. Felicito,  por. Su. Trabajo,  investigativo.  Que. Triste,  que. Quemen,  a los. Muertos,  ?? a. Sus. Familiares así.  Deberían,  construir,  un. Cementerio,  aya,  en. La. India,  ??Para. La. Gente. La. India,  es un. País,  bonito,  ciertos. Lugares,  que. He. Visto,  ??por. Documentales,  Pero,  eso,  si o. No ???? me. Gusto ??.  Bueno,  chao ???? que Dios,  lo bendiga ?? y lo proteja.  Le. Recomiendo,  que cuando salga,  se. Encomiende a Dios,  hasta luego
@MonicaMollinedo;"Juan....Juan ..q decirte ?
Eres único muchacho...pero como te arriesgas , cuídate mucho por favor.
Un abrazo."
@Mashen_90;No iria a la india ni aunque me pagaran...
@barrilete-cósmico3561;DIOS.MIO! Qué locura. Me quedé asqueada de verte descalzo ahí ???? Ese lugar es tan tan repugnante para mi  (con respeto) me enferma de solo ver .
